  -0.3060380591   -0.9904685202    2.3479202464
  -0.8310380591   -0.0811418462    2.0665735944
  -0.8310380591   -1.8997951941    2.0665735944
   0.2189619409   -1.8997951941    2.0665735944
  -0.8310380591   -0.0811418462   -1.5707331015
  -0.8310380591   -1.8997951941   -1.5707331015
   0.2189619409   -1.8997951941   -1.5707331015
  -0.3060380591   -0.9904685202   -1.8520797536
   1.2310671050   -1.9398920206    1.6074700870
   0.5487357429   -2.8790405712    1.6074700870
   1.8413628285   -1.9398920206    0.7674700870
  -0.5552995926   -3.3236057146    0.7674700870
   0.5210385891   -3.5133931763    0.7674700870
   1.4675545009   -2.9669219598    0.7674700870
  -0.5552995926   -3.3236057146   -0.2708270141
   0.5210385891   -3.5133931763   -0.2708270141
   1.4675545009   -2.9669219598   -0.2708270141
   0.5487357429   -2.8790405712   -1.1108270141
  -0.4841651887    0.2458182204    2.0628070244
   1.1546136716    0.1921424104    2.8408251268
   2.1420928954    0.1921424104    2.5199736774
   1.4597615333    1.1312909610    2.5199736774
   0.3557261979    0.7725681351    2.5199736774
   0.3557261979   -0.3882833143    2.5199736774
   1.4597615333   -0.7470061401    2.5199736774
   2.7523886189    0.1921424104    1.6799736774
   2.3785802914    1.2191723496    1.6799736774
   1.4320643795    1.7656435662    1.6799736774
   1.4320643795   -1.3813587453    1.6799736774
   2.3785802914   -0.8348875288    1.6799736774
   0.2635122009    2.4371403450    2.0665735944
  -1.0061580619    3.4913477807    0.2479202464
  -1.8333603703    2.9203712533    0.2479202464
  -2.3004656157    1.0252507760    0.2479202464
  -0.5203091562    3.3279557502   -0.8020797536
  -2.3647145171    2.1475346476   -0.1318842435
  -2.3647145171    1.0545922146   -0.1318842435
  -0.5858464815    3.1745645868   -1.1701813446
  -1.6621846631    2.9847771250   -1.1701813446
  -2.3647145171    2.1475346476   -1.1701813446
  -2.3647145171    1.0545922146   -1.1701813446
  -0.5581493276    2.5402119816   -2.0101813446
  -1.6621846631    2.1814891558   -2.0101813446
  -1.6621846631    1.0206377063   -2.0101813446
  -0.8632971894    1.6010634311   -2.3310327940
  -0.9343674694    1.5570556411    2.7761415268
   0.0531117544    1.5570556411    2.4552900774
  -0.6292196077    2.4962041916    2.4552900774
  -1.7332549431    2.1374813658    2.4552900774
  -1.7332549431    0.9766299163    2.4552900774
  -0.6292196077    0.6179070905    2.4552900774
  -0.6569167615    3.1305567968    1.6152900774
  -1.7332549431    2.9407693350    1.6152900774
  -2.4357847972    2.1035268576    1.6152900774
  -2.4357847972    1.0105844245    1.6152900774
  -2.4357847972    2.1035268576    0.5769929763
  -2.4357847972    1.0105844245    0.5769929763
   1.3750401750    2.3962612214    1.6542482370
   0.6927088130    3.3354097720    1.6542482370
   1.9853358986    2.3962612214    0.8142482370
   1.6115275710    3.4232911607    0.8142482370
   0.6650116591    3.9697623772    0.8142482370
  -0.4113265225    3.7799749154    0.8142482370
   1.6115275710    3.4232911607   -0.2240488641
   0.6650116591    3.9697623772   -0.2240488641
  -0.4113265225    3.7799749154   -0.2240488641
   0.6927088130    3.3354097720   -1.0640488641
  -1.4941110197   -0.9904685202    2.2079202464
  -1.9841110197   -0.1417636244    1.9453300378
  -2.4741110197   -0.9904685202    1.9453300378
  -1.9841110197   -1.8391734159    1.9453300378
  -2.8673443874    0.0072439223    1.2279202464
  -3.1915208111   -0.9904685202    1.2279202464
  -2.8673443874   -1.9881809626    1.2279202464
  -2.0186394917   -2.6048011631    1.2279202464
  -2.4741110197    0.7069412713    0.2479202464
  -3.1915208111   -0.0104685202    0.2479202464
  -3.4541110197   -0.9904685202    0.2479202464
  -3.1915208111   -1.9704685202    0.2479202464
  -2.4741110197   -2.6878783116    0.2479202464
  -1.4941110197   -2.9504685202    0.2479202464
  -2.8673443874    0.0072439223   -0.7320797536
  -3.1915208111   -0.9904685202   -0.7320797536
  -2.8673443874   -1.9881809626   -0.7320797536
  -2.0186394917   -2.6048011631   -0.7320797536
  -1.9841110197   -0.1417636244   -1.4494895450
  -2.4741110197   -0.9904685202   -1.4494895450
  -1.9841110197   -1.8391734159   -1.4494895450
  -1.4941110197   -0.9904685202   -1.7120797536
   3.3615696597    0.1761265604    0.1110213359
   3.3615696597    0.1761265604   -1.9889786641
   1.2840949547    1.9762686395   -1.9889786641
   2.5929163117    0.1761265604   -2.7576320121
   1.2887684394    1.7963699462   -2.4038179651
